"NSC_number","smiles","logp","mol_weight","mol_formula"
8797,"CC34C(C2C(C1(C)C(CC(O)CC1)CC2)CC3O)CCC4C(CCC(=O)O)C",3.5,392.5776,"C24H40O4"
8800,"CC[N+](=O)[O-]",0.18,75.067,"C2H5NO2"
8804,"OCC#C",-0.38,56.064,"C3H4O"
8819,"C=CC=O",-0.01,56.064,"C3H4O"
8820,"CC(=O)C1=C(N)C=CC=C1",1.63,135.1652,"C8H9NO"
8824,"BrCC",1.61,108.9655,"C2H5Br"
8825,"CCI",2.0,155.966,"C2H5I"
8828,"CCOC=O",0.23,74.0792,"C3H6O2"
8829,"ClC(C(=O)OCC)(Cl)Cl",2.39,191.4413,"C4H5Cl3O2"
8832,"CCOC(=O)CBr",1.12,167.0021,"C4H7BrO2"
8836,"CCOC(=O)NC",0.34,103.1206,"C4H9NO2"
8837,"CCOCCO",-0.32,90.1218,"C4H10O2"
8848,"CCOC(=O)CC",1.21,102.1328,"C5H10O2"
8849,"CCOC(=O)OCC",1.21,118.1322,"C5H10O3"
8851,"C(OC(C(=O)OCC)=O)C",0.56,146.1426,"C6H10O4"
8860,"CC1=CC(=CC=C1)F",2.75,110.1307,"C7H7F"
8861,"CC1=CC=C(F)C=C1",2.58,110.1307,"C7H7F"
8862,"O=CNC1=CC=CC=C1",1.15,121.1384,"C7H7NO"
8864,"O=C(CC(OCC)=O)OCC",0.96,160.1694,"C7H12O4"
8872,"CCOC(=O)C1=CC=CN=C1",1.32,151.1646,"C8H9NO2"
8873,"CCC1=CC(=CC=C1)O",2.4,122.1664,"C8H10O"
8875,"O=C(CCC(OCC)=O)OCC",1.2,174.1962,"C8H14O4"
8877,"O=C(CCCCC(=O)O)OCC",0.91,174.1962,"C8H14O4"
8878,"C(OC(C(C(O)C(OCC)=O)O)=O)C",-0.29,206.195,"C8H14O6"
8880,"CCC1CCCCC1",4.56,112.2144,"C8H16"
8884,"CCOC(=O)C1=CC=CC=C1",2.64,150.1768,"C9H10O2"
8887,"O=S(=O)(C1=CC=C(C)C=C1)OCC",1.81,200.252,"C9H12O3S"
8894,"O=C(CC1=CC=CC=C1)OCC",2.28,164.2036,"C10H12O2"
8895,"COC1=CC(=CC=C1O)CC=C",2.27,164.2036,"C10H12O2"
8904,"O=C(/C(=C/C1=CC=CC=C1)C#N)OCC",2.43,201.2244,"C12H11NO2"
8905,"CCOC(=O)C1=C(C(OCC)=O)C=CC=C1",2.47,222.2402,"C12H14O4"
8912,"CCCCCCCCCCCC(=O)OCC",5.71,228.374,"C14H28O2"
8923,"OC(P(=O)(OC)OC)C(Cl)(Cl)Cl",0.51,257.4376,"C4H8Cl3O4P"
8926,"O(P(=S)(OC)OC)C1=C(Cl)C=C(Cl)C(=C1)Cl",4.88,321.5422,"C8H8Cl3O3PS"
8927,"O(P(=S)(OC)OC)C1=CC(=C([N+](=O)[O-])C=C1)Cl",3.45,297.6496,"C8H9ClNO5PS"
8930,"ClC23C1C(C=CC1Cl)C(C2(Cl)Cl)(Cl)C(=C3Cl)Cl",6.1,373.3205,"C10H5Cl7"
8931,"ClC23C1C(C(Cl)C(C1)Cl)C(C2(Cl)Cl)(Cl)C(=C3Cl)Cl",6.16,409.7814,"C10H6Cl8"
8933,"O(P(=S)(OCC)OCC)C1=CC=C([N+](=O)[O-])C=C1",3.83,291.2581,"C10H14NO5PS"
8934,"ClC45C1C(C2C3C(C1C2)O3)C(C4(Cl)Cl)(Cl)C(=C5Cl)Cl",5.2,380.9126,"C12H8Cl6O"
8936,"ClC34C1C(C2C=CC1C2)C(C3(Cl)Cl)(Cl)C(=C4Cl)Cl",6.5,364.9132,"C12H8Cl6"
8938,"O(P(=S)(OCC)OCC)C1=CC(=NC(=N1)C(C)C)C",3.81,304.3433,"C12H21N2O3PS"
8939,"ClC(C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2)(Cl)Cl",6.91,354.4901,"C14H9Cl5"
8941,"ClC(C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2)Cl",6.02,320.045,"C14H10Cl4"
8943,"O(P(=S)(C1=CC=CC=C1)OCC)C2=CC=C([N+](=O)[O-])C=C2",4.78,323.3027,"C14H14NO4PS"
8944,"C12=C(C=C(OP(=S)(OCC)OCC)C=C1)OC(C(=C2C)Cl)=O",4.13,362.7642,"C14H16ClO5PS"
8945,"ClC(C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)(Cl)Cl",5.08,345.6523,"C16H15Cl3O2"
8947,"[O-][N+](=O)C1=CC=C(C)C(=C1)N",1.87,152.1524,"C7H8N2O2"
8949,"O=C(NC1=CC=C(C=C1)Cl)N(C)C",1.94,198.6517,"C9H11ClN2O"
8950,"O=C(NC1=CC(=C(C=C1)Cl)Cl)N(C)C",2.68,233.0968,"C9H10Cl2N2O"
8951,"O=CC1=CC=CC=N1",0.44,107.1116,"C6H5NO"
8952,"O=CC1=CC=CN=C1",0.29,107.1116,"C6H5NO"
8953,"O=CC1=CC=NC=C1",0.43,107.1116,"C6H5NO"
8971,"CNC(C(O)C1=CC=CC=C1)C",0.93,165.2346,"C10H15NO"
9120,"CC34C(C2C(C1(C)C(=CC(=O)C=C1)CC2)C(C3)O)CCC4(C(CO)=O)O",1.62,360.4492,"C21H28O5"
9165,"CC(C)C1=CC=C(C(C)=O)C=C1",2.98,162.231,"C11H14O"
9169,"OC34C(C(O)C2C(C)(O)C1=CC=CC(=C1C(C2=C3O)=O)O)C(N(C)C)C(=C(C4=O)C(N)=O)O",-0.9,460.4396,"C22H24N2O9"
9183,"BrCCCCl",2.18,157.4374,"C3H6BrCl"
9189,"O=C(/C=C/C1=CC=CC=C1)O",2.13,148.161,"C9H8O2"
9224,"ClC(C(Cl)(Cl)Cl)(Cl)Cl",4.14,236.74,"C2Cl6"
9226,"O=C1NC(=O)NC1",-1.69,100.0768,"C3H4N2O2"
9230,"OC(CO)CO",-1.76,92.0944,"C3H8O3"
9235,"ClC1(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl",5.04,272.773,"C5Cl6"
9237,"C=CC(C)=C",2.42,68.1182,"C5H8"
9238,"O=C(CCCC(=O)O)O",-0.29,132.1158,"C5H8O4"
9239,"NC(CCC(=O)O)C(=O)O",-3.69,147.1304,"C5H9NO4"
9241,"NC(C(=O)O)CCSC",-1.87,149.2074,"C5H11NO2S"
9243,"ClC1=C(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl",5.73,284.784,"C6Cl6"
9244,"IC1=CC=CC=C1",3.25,204.01,"C6H5I"
9245,"OC1=C(I)C=CC=C1",2.65,220.0094,"C6H5IO"
9246,"NC1=CC=C(I)C=C1",2.34,219.0246,"C6H6IN"
9247,"OC1=CC=C(O)C=C1",0.59,110.1122,"C6H6O2"
9252,"CC(CC(N)C(=O)O)C",-1.52,131.1742,"C6H13NO2"
9253,"NC(CCCCN)C(=O)O",-3.05,146.1888,"C6H14N2O2"
9254,"OCCCCCC",2.03,102.176,"C6H14O"
9262,"O=C2C1=C(C=CC=C1)NC2=O",0.83,147.133,"C8H5NO2"
9263,"CC(=O)C1=C(O)C=CC=C1",1.92,136.15,"C8H8O2"
9264,"OC(=O)C1=CC=CC(=C1)OC",2.02,152.1494,"C8H8O3"
9268,"CC1=CC(=CC(=C1)O)C",2.35,122.1664,"C8H10O"
9270,"C2=CC1=C(CC=C1)C=C2",2.92,116.1622,"C9H8"
9272,"O=C(CCC1=CC=CC=C1)O",1.84,150.1768,"C9H10O2"
9273,"CC1=CC(=CC(=C1)C)C",3.42,120.1938,"C9H12"
9281,"CC(CCOCCC(C)C)C",4.25,158.2832,"C10H22O"
9284,"CC(CCOC(=O)C1=CC=CC=C1)C",4.15,192.2572,"C12H16O2"
9298,"CCCCOC(C)=O",1.78,116.1596,"C6H12O2"
9324,"C(CC1(CC=C)C(=O)NC(=O)NC1=O)=C",1.15,208.2164,"C10H12N2O3"
9356,"CC(=O)C1=CC=C(OCC(=O)O)C=C1",0.87,194.1866,"C10H10O4"
9366,"CI",1.51,141.9392,"CH3I"
9367,"ClC(C)(Cl)Cl",2.49,133.4047,"C2H3Cl3"
9370,"CSSC",1.77,94.1894,"C2H6S2"
9374,"COC(C(=O)OC)=O",-0.17,118.089,"C4H6O4"
9375,"CCC(=O)OC",0.84,88.106,"C4H8O2"
9376,"C1NCCOC1",-0.86,87.1212,"C4H9NO"
9379,"CC(C(C)=O)C",0.84,86.1334,"C5H10O"
9380,"CCCC(=O)OC",1.29,102.1328,"C5H10O2"
9382,"CN1CCOCC1",-0.33,101.148,"C5H11NO"
9383,"CN1C(=O)C=CC=C1",-0.23,109.1274,"C6H7NO"
9391,"CC1CCCCC1",3.61,98.1876,"C7H14"
9392,"COC(=O)C1=CC=C(C=C1)Br",2.95,215.0461,"C8H7BrO2"
9394,"COC(=O)C1=CC=CC=C1",2.12,136.15,"C8H8O2"
9395,"CNC1=C(C)C=CC=C1",2.16,121.1816,"C8H11N"
9396,"CNC1=CC(=CC=C1)C",2.19,121.1816,"C8H11N"
9397,"OCC1=CC(=CC=C1)C",1.6,122.1664,"C8H10O"
9400,"CC(=C)C1=CC=CC=C1",3.48,118.178,"C9H10"
9401,"CC(=O)C1=CC=C(C)C=C1",2.1,134.1774,"C9H10O"
9402,"COC(=O)C1=C(C)C=CC=C1",2.75,150.1768,"C9H10O2"
9405,"O=C(CC1=CC=CC=C1)OC",1.83,150.1768,"C9H10O2"
9408,"C12=C(OC(=O)C=C1C)C=C(O)C=C2",1.9,176.1714,"C10H8O3"
9409,"CC1=C2C(=CC=C1)C=CC=N2",2.6,143.1878,"C10H9N"
9411,"O=C(/C=C/C1=CC=CC=C1)OC",2.62,162.1878,"C10H10O2"
9418,"C(CCCCCCCCCCC(=O)OC)CCCCCC",8.35,298.508,"C19H38O2"
9449,"NC(C(F)(F)F)=O",0.12,113.0391,"C2H2F3NO"
9460,"BrC1=CC=C(F)C=C1",3.08,175.0,"C6H4BrF"
9474,"O=C(NC1=CC=CC=C1)C(F)(F)F",2.21,189.1367,"C8H6F3NO"
9489,"C(=C/C1=CC=CC=N1)/C2=CC=CC=N2",2.11,182.2244,"C12H10N2"
9563,"CC34C2C(C1C(C)(C(=O)CC1)CC2)CCC3=CC(=O)CC4",2.75,286.4132,"C19H26O2"
9564,"CC34C(C2C(C1C(=CC(=O)CC1)CC2)CC3)CCC4(C#C)O",2.97,298.4242,"C20H26O2"
9565,"CC34C(C2C(C1(C)C(=CC(=O)CC1)CC2)CC3)CCC4(C#C)O",3.11,312.451,"C21H28O2"
9567,"CC34C(C2C(C1(C)C(=CC(=O)CC1)CC2)CC3)CCC4C(COC(C)=O)=O",3.08,372.5034,"C23H32O4"
9571,"CC(C)(C)N",0.4,73.1376,"C4H11N"
9573,"[O-][N+](=O)C1=CC=CC=C1",1.85,123.111,"C6H5NO2"
9574,"[O-][N+](=O)C1=CC=CC(=C1)N",1.37,138.1256,"C6H6N2O2"
9576,"OC(=O)C1=C([N+](=O)[O-])C=CC=C1",1.46,167.1208,"C7H5NO4"
9577,"[O-][N+](=O)C1=C(C)C=CC=C1",2.3,137.1378,"C7H7NO2"
9578,"[O-][N+](=O)C1=CC=CC(=C1)C",2.45,137.1378,"C7H7NO2"
9579,"[O-][N+](=O)C1=CC=C(C)C=C1",2.37,137.1378,"C7H7NO2"
9581,"C(C(N)=O)I",-0.19,184.9642,"C2H4INO"
9582,"C1(=CC=CC=C1)SCC(=O)O",1.88,168.21,"C8H8O2S"
9583,"O=C1C2=C(C(=O)C=C1)C=CC=C2",1.71,158.1562,"C10H6O2"
9584,"[O-][N+](=O)C1=C2C(=CC=C1)C=CC=C2",3.19,173.1708,"C10H7NO2"
9586,"OC1=C2C(=CC=C1)C=CC=C2",2.85,144.1726,"C10H8O"
9587,"O=S(=O)(C1=C2C(=C(O)C=C1)C=CC=C2)O",-0.44,224.2308,"C10H8O4S"
9602,"O=C(C1=CC=C(C=C1)N(C)C)C2=CC=C(N(C)C)C=C2",3.87,268.3578,"C17H20N2O"
9659,"NNC(=O)C1=CC=NC=C1",-0.7,137.1408,"C6H7N3O"
9699,"CC34C(C1C(C2=C(CC1)C=C(O)C=C2)CC3)CCC4=O",3.13,270.3706,"C18H22O2"
9700,"CC34C2C(C1C(C)(C(O)CC1)CC2)CCC3=CC(=O)CC4",3.32,288.429,"C19H28O2"
9701,"CC34C2C(C1C(C)(C(C)(O)CC1)CC2)CCC3=CC(=O)CC4",3.36,302.4558,"C20H30O2"
9703,"CC34C(C2C(C1(C)C(=CC(=O)CC1)CC2)C(C3)=O)CCC4(C(CO)=O)O",1.47,360.4492,"C21H28O5"
9704,"CC34C2C(C1C(C)(C(C(C)=O)CC1)CC2)CCC3=CC(=O)CC4",3.87,314.4668,"C21H30O2"
9705,"CC34C2C(C1C(C)(C(C(CO)=O)CC1)CC2O)CCC3=CC(=O)CC4",1.94,346.4656,"C21H30O4"
9709,"CCCCC#C",2.73,82.145,"C6H10"
9717,"P(=O)(N1CC1)(N2CC2)N3CC3",-0.62,173.1541,"C6H12N3OP"
9755,"NC(C(C)C)C(=O)O",-2.26,117.1474,"C5H11NO2"
9777,"ClC(=C(Cl)Cl)Cl",3.4,165.834,"C2Cl4"
9792,"[O-][N+](=O)C1=CC=C(Cl)C=C1",2.39,157.5561,"C6H4ClNO2"
9796,"[O-][N+](=O)C1=C(N)C=CC=C1",1.85,138.1256,"C6H6N2O2"
9797,"[O-][N+](=O)C1=CC=C(N)C=C1",1.39,138.1256,"C6H6N2O2"
9799,"CC1OC(C)OC(O1)C",0.67,132.159,"C6H12O3"
9801,"OC(=O)C1=CC(=CC=C1)[N+](=O)[O-]",1.83,167.1208,"C7H5NO4"
9804,"NNC(=O)C1=CC=C([N+](=O)[O-])C=C1",0.35,181.1506,"C7H7N3O3"
9807,"C(C(=O)C1=CC=CC=C1)Br",2.19,199.0467,"C8H7BrO"
9809,"C(/[N+](=O)[O-])=C/C1=CC=CC=C1",2.11,149.1488,"C8H7NO2"
9810,"O=C(COC1=CC=CC=C1)O",1.34,152.1494,"C8H8O3"
9811,"[O-][N+](=O)C1=C(C)C=CC=C1C",2.95,151.1646,"C8H9NO2"
9812,"[O-][N+](=O)C1=CC=C(OCC)C=C1",2.53,167.164,"C8H9NO3"
9814,"CN(C)C1=CC(=CC=C1)[N+](=O)[O-]",2.16,166.1792,"C8H10N2O2"
9815,"CN(C)C1=CC=C([N+](=O)[O-])C=C1",2.27,166.1792,"C8H10N2O2"
9821,"BrCCCCCCCC",4.89,193.1263,"C8H17Br"
9822,"CCCCCCCC",5.18,114.2302,"C8H18"
9823,"CCCCCCCCO",3.0,130.2296,"C8H18O"
9824,"CCCCCCCCN",2.9,129.2448,"C8H19N"
9826,"CC(NC1=C(C=C(C)C=C1)[N+](=O)[O-])=O",1.49,194.1896,"C9H10N2O3"
9827,"CC(CC1=CC=CC=C1)=O",1.44,134.1774,"C9H10O"
9834,"O=S(=O)(C1=C2C(=CC=C1)C(=CC=C2)O)O",-0.17,224.2308,"C10H8O4S"
9846,"CC(OC1=C2C(=CC=C1)C=CC=C2)=O",2.78,186.2098,"C12H10O2"
9848,"CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2",1.47,232.2384,"C12H12N2O3"
9850,"C3=NC1=C(C2=C(C=C1)C=CC=C2)C=C3",3.43,179.2208,"C13H9N"
9856,"C(CCCCCCC(=O)O)/C=C/CCCCCCCC",7.64,282.4654,"C18H34O2"
9884,"FC(F)(F)C1=CC(=CC=C1)O",2.95,162.1111,"C7H5F3O"
9885,"CCOC1=CC=C(O)C=C1",1.81,138.1658,"C8H10O2"
9887,"C(C1=C(Cl)C(=CC(=C1O)Cl)Cl)C2=C(Cl)C(=CC(=C2O)Cl)Cl",7.54,406.9072,"C13H6Cl6O2"
9895,"CC34C(C1C(C2=C(CC1)C=C(O)C=C2)CC3)CCC4O",4.01,272.3864,"C18H24O2"
9896,"CC34C2C(C1C(C)(C(=O)CC1)CC2)CC=C3CC(O)CC4",3.23,288.429,"C19H28O2"
9898,"CC34C2C(C1C(C)(C(=O)CC1)CC2)CCC3CC(O)CC4",3.69,290.4448,"C19H30O2"
9908,"O=S(N)(=O)C1=CC=C(C)C=C1",0.82,171.2136,"C7H9NO2S"
9909,"O=S(N)(=O)C1=CC=C(CC)C=C1",1.31,185.2404,"C8H11NO2S"
9913,"O=S(N)(=O)C1=CC=C(Cl)C=C1",1.15,191.6319,"C6H6ClNO2S"
9916,"BrC(C(NC(N)=O)=O)(CC)CC",1.54,237.0959,"C7H13BrN2O2"
9958,"CCC(C(N)C(=O)O)C",-1.7,131.1742,"C6H13NO2"
9959,"NC(CC1=CC=CC=C1)C(=O)O",-1.44,165.1914,"C9H11NO2"
9960,"NC(C(=O)O)CO",-3.07,105.0932,"C3H7NO3"
9973,"NC(CC1=CC=C(O)C=C1)C(=O)O",-2.04,181.1908,"C9H11NO3"
9982,"O=C(CNC(=O)C1=CC=CC=C1)O",0.31,179.175,"C9H9NO3"
10000,"NCCO",-1.31,61.0834,"C2H7NO"
10023,"CC34C(C2C(C1(C)C(=CC(=O)C=C1)CC2)C(C3)=O)CCC4(C(CO)=O)O",1.46,358.4334,"C21H26O5"
10110,"OC1C(O)CCCC1",0.23,116.1596,"C6H12O2"
10112,"CCC1=C(O)C=CC=C1",2.47,122.1664,"C8H10O"
10118,"O=CC1=C[NH]C2=C1C=CC=C2",1.68,145.1604,"C9H7NO"
10124,"COC1=C(OC)C=CC=C1OC",1.53,168.192,"C9H12O3"
10128,"O=C(CCC1=CC=CC=C1)OC",2.32,164.2036,"C10H12O2"
10139,"O=C(CCCC(=O)O)C1=CC=CC=C1",1.49,192.214,"C11H12O3"
10222,"C=CN1C(=O)CCC1",0.37,111.1432,"C6H9NO"
10232,"O=C(COC1=C(C=CC=C1)F)O",1.39,170.1399,"C8H7FO3"
10235,"[O-][N+](=O)C1=C(Cl)C(=CC(=C1Cl)Cl)Cl",4.38,260.8914,"C6HCl4NO2"
10263,"FC1=C(F)C=CC(=C1)F",2.52,132.0849,"C6H3F3"
10267,"BrC1=CC=CC(=C1)F",2.92,175.0,"C6H4BrF"
10271,"FC1=CC(=CC=C1)Cl",2.76,130.549,"C6H4ClF"
10272,"FC1=CC=C(Cl)C=C1",2.78,130.549,"C6H4ClF"
10275,"FC1=C(F)C=CC=C1",2.37,114.0944,"C6H4F2"
10281,"[O-][N+](=O)C1=CC=C(F)C=C1",1.8,141.1015,"C6H4FNO2"
10284,"[O-][N+](=O)C1=C(O)C=C(F)C=C1",1.91,157.1009,"C6H4FNO3"
10285,"FC1=CC(=CC=C1)F",2.21,114.0944,"C6H4F2"
10286,"FC1=CC=C(F)C=C1",2.13,114.0944,"C6H4F2"
10290,"FC1=C(Cl)C=C(C=C1)N",2.06,145.5636,"C6H5ClFN"
10294,"OC1=C(F)C=CC=C1",1.71,112.1033,"C6H5FO"
10295,"FC1=CC=C(O)C=C1",1.77,112.1033,"C6H5FO"
10297,"NC1=C(F)C=C(C=C1)F",1.54,129.109,"C6H5F2N"
10298,"BrC1=CC=CC(=C1)N",2.1,172.0241,"C6H6BrN"
10299,"NC1=C(F)C=CC=C1",1.26,111.1185,"C6H6FN"
10300,"NC1=CC(=CC=C1)F",1.3,111.1185,"C6H6FN"
10307,"FC(F)(F)C1=C(Cl)C=CC=C1",3.53,180.5568,"C7H4ClF3"
10313,"FC(F)(F)C1=CC(=CC=C1)[N+](=O)[O-]",2.62,191.1093,"C7H4F3NO2"
10318,"FC(F)(F)C1=CC(=C(Cl)C=C1)N",3.06,195.5714,"C7H5ClF3N"
10319,"OC(=O)C1=C(F)C=CC=C1",1.77,140.1137,"C7H5FO2"
10320,"OC(=O)C1=CC(=CC=C1)F",2.15,140.1137,"C7H5FO2"
10321,"OC(=O)C1=CC=C(F)C=C1",2.07,140.1137,"C7H5FO2"
10336,"FC(F)(F)C1=C(N)C=CC=C1",2.41,161.1263,"C7H6F3N"
10337,"FC(F)(F)C1=CC=C(N)C=C1",1.95,161.1263,"C7H6F3N"
10339,"COC1=C(C=CC=C1)F",2.14,126.1301,"C7H7FO"
10342,"FC(F)(F)C1=CC(=CC=C1)C(F)(F)F",3.83,214.11,"C8H4F6"
10348,"CC(NC1=CC(=CC=C1)F)=O",1.65,153.1557,"C8H8FNO"
10349,"CC(NC1=CC=C(C=C1)F)=O",1.47,153.1557,"C8H8FNO"
10378,"NC(C(=O)O)CCCC",-1.53,131.1742,"C6H13NO2"
10383,"O=C2NC1=CC=CC=C1N2",1.12,134.1372,"C7H6N2O"
10431,"O=C2C1=C(C=CC=C1)C(O2)=O",1.6,148.1178,"C8H4O3"
10459,"O=S2(=O)C1=CC=CC=C1C(O2)(C3=CC=C(O)C=C3)C4=CC=C(O)C=C4",3.02,354.3766,"C19H14O5S"
10460,"C1(=CC=C(N)C=C1)C(C2=CC=C(N)C=C2)=C3C=CC(=N)C=C3",-0.21,287.3634,"C19H17N3"
10480,"CNCC(=O)O",-2.78,89.0938,"C3H7NO2"
10483,"CC34C(C2C(C1(C)C(=CC(=O)CC1)CC2)C(C3)O)CCC4(C(CO)=O)O",1.61,362.465,"C21H30O5"
10678,"N(S(=O)(=O)C1=CC=C(N)C=C1)C(C)=O",-0.96,214.2386,"C8H10N2O3S"
10683,"N(S(=O)(=O)C1=CC=C(N)C=C1)C2=NC(=CC(=N2)C)C",0.89,278.3282,"C12H14N4O2S"
10752,"OC(C(O)C1=CC=CC=C1)C2=CC=CC=C2",1.91,214.2634,"C14H14O2"
10810,"ClCCCCO",0.85,108.5675,"C4H9ClO"
10811,"NCCC1=CC=CC=C1",1.41,121.1816,"C8H11N"
10812,"CC(=CC=C(C)C)C",3.5,110.1986,"C8H14"
10815,"CCC1(CCC(C)C)C(=O)NC(=O)NC1=O",2.07,226.2748,"C11H18N2O3"
10816,"CC(CCC)C1(CC)C(=O)NC(=O)NC1=O",2.1,226.2748,"C11H18N2O3"
10817,"CCCCCC1(CC)C(=O)NC(=O)NC1=O",2.24,226.2748,"C11H18N2O3"
10818,"CC(CCC)C1(CC=C)C(=O)NC(=O)NC1=O",1.97,238.2858,"C12H18N2O3"
10853,"O=C(C(CC1=CC=C(C=C1)O)NC(C)=O)O",1.32,223.228,"C11H13NO4"
10966,"CC34C(C2C(C1(C)C(=CC(=O)C=C1)CC2)C(C3)O)CCC4(C(COC(C)=O)=O)O",2.4,402.4864,"C23H30O6"
10972,"CC34C2C(C1C(C)(C(O)CC1)CC2)CCC3CC(=O)CC4",3.55,290.4448,"C19H30O2"
10973,"CC34C(C1C(C2=C(CC1)C=C(O)C=C2)CC3)CCC4(C#C)O",3.67,296.4084,"C20H24O2"
10989,"O=C(NC1=CC=CC=C1)NC",1.12,150.1798,"C8H10N2O"
10996,"CN(C(=O)C1=CC=CC=C1)C",0.62,149.192,"C9H11NO"
11207,"BrC1CCCCC1",3.2,163.0569,"C6H11Br"
11213,"O=C(CCCCC(OC)=O)OC",1.03,174.1962,"C8H14O4"
11215,"CC(C)C1=C(O)C=C(C)C=C1",3.3,150.22,"C10H14O"
11223,"CC1=CC(=CC=C1N)C2=CC=C(N)C(=C2)C",2.34,212.2938,"C14H16N2"
11271,"OCCNCC1=CC=CC=C1",0.79,151.2078,"C9H13NO"
11319,"CC34C(C2C(C1(C)C(=CC(=O)CC1)CC2)CC3)CCC4C(CO)=O",2.88,330.4662,"C21H30O3"
11324,"CN1C(=O)CCC1=O",-0.95,113.1158,"C5H7NO2"
11329,"N(S(C)(=O)=O)C1=CC=CC=C1",0.95,171.2136,"C7H9NO2S"
11436,"NC3=C4C2=C1C(=CC=CC1=CC=C2C=C3)C=C4",4.31,217.2696,"C16H11N"
11442,"CN4C2C3=C(C1=C(O)C(=CC=C1C2)O)C=CC=C3CC4",2.3,267.3268,"C17H17NO2"
11698,"N1=CN=CN=C1",-0.73,81.0768,"C3H3N3"
11778,"CC(CC)C1(CC)C(=O)NC(=O)NC1=O",1.69,212.248,"C10H16N2O3"
11782,"CC(=CC2C(C(OC1CC(=O)C(=C1C)CC=C)=O)C2(C)C)C",4.78,302.4126,"C19H26O3"
11848,"CC2=CC1=C(C=CC(=C1)C)C=C2C",4.73,170.2536,"C13H14"
11855,"O=C2C1=C(C=C(C=C1O)O)OC(C2)C3=CC=C(O)C=C3",2.52,272.2568,"C15H12O5"
11897,"O=C1C2=C(C(=O)C(=C1C)O)C=CC=C2",1.2,188.1824,"C11H8O3"
12169,"CC34C(C1C(C2=C(CC1)C=C(O)C=C2)CC3)CC(C4O)O",2.45,288.3858,"C18H24O3"
12268,"OC(CCN1CCCCC1)(C2CCCCC2)C3=CC=CC=C3",4.49,301.471,"C20H31NO"
12274,"NC3=CC2=C(C1=CC=CC=C1C2)C=C3",3.14,181.2366,"C13H11N"
12278,"[O-][N+](=O)C3=CC2=C(C1=CC=C(C=C1C2)N)C=C3",3.06,226.2342,"C13H10N2O2"
12367,"[O-][N+](=O)C3=C2C1=C(C=C([N+](=O)[O-])C=C1)C(C2=CC(=C3)[N+](=O)[O-])=O",2.42,315.1984,"C13H5N3O7"
12432,"C14(C(C2C(F)(C(C1)O)C3(C(CC2)CC(CC3)=O)C)CCC4(C)O)C",2.38,338.4615,"C20H31FO3"
12971,"C1(=CC=C(Cl)C=C1)NC(N)=O",1.8,170.5981,"C7H7ClN2O"
12977,"N(C(=N)NC(NC(C)C)=N)C1=CC=C(Cl)C=C1",2.53,253.7339,"C11H16ClN5"
13068,"C1(=CC=CC=C1)CNC2=CC=CC=C2",3.13,183.2524,"C13H13N"
13118,"NC(CC1=C[NH]C2=C1C=CC=C2)C(=O)O",-1.06,204.228,"C11H12N2O2"
13123,"N=C1N(C)CC(N1)=O",-1.76,113.1188,"C4H7N3O"
13125,"OC(=O)C1=CC=CN=C1",0.36,123.111,"C6H5NO2"
13126,"COC(=O)C1=CC=CN=C1",0.83,137.1378,"C7H7NO2"
13128,"NC(=O)C1=CC=CN=C1",-0.37,122.1262,"C6H6N2O"
13136,"C(N(CCN(C)C)C1=CC=CC=N1)C2=CC=C(OC)C=C2",3.27,285.3882,"C17H23N3O"
13157,"C3=CC2=NC1=CC=CC=C1N=C2C=C3",2.84,180.2086,"C12H8N2"
13203,"NC(CSSCC(C(=O)O)N)C(=O)O",-5.08,240.2918,"C6H12N2O4S2"
13252,"OC14C(C(C(=C(C1=O)C(N)=O)O)N(C)C)CC3C(C)(O)C2=C(Cl)C=CC(=C2C(C3=C4O)=O)O",-0.62,478.8853,"C22H23ClN2O8"
13397,"C14(C(C3C(F)(C(C1)O)C2(C(=CC(C=C2)=O)CC3)C)CC(C4(C(CO)=O)O)O)C",1.16,394.4391,"C21H27FO6"
13684,"O=C1NC(=O)C=C1",-0.29,97.0732,"C4H3NO2"
13875,"CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C",2.73,210.2814,"C9H18N6"
13908,"CCN(CC)C1=NC(=NC(=N1)NCC)Cl",3.34,229.7119,"C9H16ClN5"
13909,"CCNC1=NC(=NC(=N1)N)Cl",1.15,173.6047,"C5H8ClN5"
13964,"CC(OC1=C[NH]C2=C1C=CC=C2)=O",2.01,175.1866,"C10H9NO2"
14029,"CNCC(O)C1=CC(=CC=C1)O",-0.31,167.2072,"C9H13NO2"
14041,"N(S(=O)(=O)C1=CC=C(N)C=C1)C(=N)N",-1.22,214.2416,"C7H10N4O2S"
14087,"NC1=C2C(=NC=N1)[NH]C=N2",-0.09,135.128,"C5H5N5"
14090,"CCOC(=O)N(C)C",0.89,117.1474,"C5H11NO2"
14190,"OC(=O)C3C1C2(OC(C1(C)C(O)C=C2)=O)C5C43CC(O)(C(C4)=C)CC5",0.24,346.3792,"C19H22O6"
